,userId,beer_beerid,beer_name,brewery_name,beer_style,beer_abv,review_overall,review_time
153913,14,18862,Burton Baton,Dogfish Head Brewery,American Double / Imperial IPA,10.0,3.5,1272221083
155311,14,19426,Fuller's Vintage Ale,Fuller Smith & Turner PLC,Old Ale,8.5,4.0,1270772713
155858,14,20905,Lump Of Coal,Ridgeway Brewing,Foreign / Export Stout,8.0,2.5,1289440513
156163,14,20931,Old Ruffian Barley Wine,Great Divide Brewing Company,American Barleywine,10.2,3.5,1278728567
157090,14,22165,Oppigårds Winter Ale,Oppigårds Bryggeri AB,Winter Warmer,5.3,4.0,1292119668
157154,14,22227,Supplication,Russian River Brewing Company,American Wild Ale,7.0,5.0,1319222709
158176,14,22273,Drake's Denogginizer,Drake's Brewing Co.,American Double / Imperial IPA,9.75,3.0,1289858359
158315,14,25265,Blue Dot Double India Pale Ale,Hair of the Dog Brewing Company / Brewery and Tasting Room,American Double / Imperial IPA,7.0,4.0,1219030342
158731,14,25489,# 100,Nøgne Ø - Det Kompromissløse Bryggeri A/S,American Barleywine,10.0,5.0,1217047332
158948,14,26541,Lips Of Faith - Le Terroir,New Belgium Brewing,American Wild Ale,7.5,4.0,1301098743
159224,14,28204,Mephistopheles' Stout,Avery Brewing Company,American Double / Imperial Stout,16.8,4.0,1223438531
159900,14,29619,Sculpin India Pale Ale,Ballast Point Brewing Company,American IPA,7.0,4.0,1268090001
161168,14,30420,Sierra Nevada Torpedo Extra IPA,Sierra Nevada Brewing Co.,American IPA,7.2,3.0,1298151357
163134,14,30908,Dead Leaf Green,Russian River Brewing Company,English Pale Ale,5.5,3.0,1292701968
163149,14,31613,Old Viscosity,Port Brewing Company / Pizza Port,American Double / Imperial Stout,10.0,5.0,1224044644
163864,14,32413,The Angel's Share - Bourbon Barrel-Aged,The Lost Abbey,American Strong Ale,12.5,5.0,1225257451
164376,14,32432,Total Domination IPA,Ninkasi Brewing Company,American IPA,6.7,4.0,1294724216
164606,14,33467,High Tide Fresh Hop IPA,Port Brewing Company / Pizza Port,American IPA,6.5,4.5,1224804431
165046,14,33599,Barleywine Style Ale,Green Flash Brewing Co.,American Barleywine,10.9,4.0,1265818136
165392,14,33907,Kosacken,Hantverksbryggeriet AB,Russian Imperial Stout,7.5,2.0,1301025299
165408,14,34094,Older Viscosity,Port Brewing Company / Pizza Port,American Double / Imperial Stout,12.0,4.5,1230431128
165935,14,34420,The Abyss,Deschutes Brewery,American Double / Imperial Stout,11.0,4.0,1227244658
167264,14,34782,Old Rasputin X Anniversary Barrel Aged Stout,North Coast Brewing Co.,Russian Imperial Stout,11.7,5.0,1224400317
167305,14,34877,Collaboration Not Litigation Ale,Avery Brewing Company,Belgian Strong Dark Ale,8.72,4.5,1240889508
167935,14,35732,Green Flash Hop Head Red Ale,Green Flash Brewing Co.,American Amber / Red Ale,7.0,3.0,1302227888
168595,14,35924,Alaskan Barley Wine (Pilot Series),Alaskan Brewing Co.,American Barleywine,10.7,4.5,1292283524
168825,14,36527,Allagash Hugh Malone,Allagash Brewing Company,Belgian IPA,8.5,4.5,1217046902
169043,14,37381,Believer,Ninkasi Brewing Company,American Amber / Red Ale,6.9,4.0,1294775534
169170,14,37595,½ Idjit!,Dugges Ale- & Porterbryggeri AB,American Porter,7.0,4.0,1301431787
169202,14,37836,Hitachino Nest Espresso Stout,Kiuchi Brewery,American Double / Imperial Stout,7.5,4.0,1297451864
169511,14,39296,Oatis,Ninkasi Brewing Company,Oatmeal Stout,7.2,3.5,1287858100
169651,14,39775,Big Worse,Mikkeller ApS,American Barleywine,12.0,4.0,1231125823
169858,14,40744,Stone Old Guardian Barley Wine Style Ale 2008,Stone Brewing Co.,American Barleywine,11.26,4.0,1222191566
170118,14,41154,Ola Dubh Special Reserve 30,Harviestoun Brewery Ltd.,Old Ale,8.0,4.5,1225864198
170316,14,41471,Special Edition - Bock Beer,Mendocino Brewing Company,Bock,7.0,4.0,1265571870
170431,14,41680,BrewDog Paradox Speyside (Batch 005) - Glen Moray 1992,BrewDog,American Double / Imperial Stout,10.0,4.5,1221014785
170482,14,42533,Sierra Nevada Southern Hemisphere Harvest Fresh Hop Ale,Sierra Nevada Brewing Co.,American IPA,6.7,4.0,1279768020
171594,14,42723,Espresso Oak Aged Yeti Imperial Stout,Great Divide Brewing Company,American Double / Imperial Stout,9.5,4.5,1277849605
172314,14,43659,We're Only In It For The Money,Lagunitas Brewing Company,Tripel,8.2,5.0,1217280020
172531,14,44016,Professor Fritz Briem 13th Century Grut Bier,Professor Fritz Briem,Scottish Gruit / Ancient Herbed Ale,4.6,4.0,1300064236
172652,14,44409,The Dissident,Deschutes Brewery,Flanders Oud Bruin,10.5,3.5,1226802615
172989,14,44750,"Full Sail ""21"" - Anniversary Doppelbock",Full Sail Brewery & Tasting Room & Pub,Doppelbock,8.0,5.0,1226299796
173095,14,45897,Velvet Merlin (Merkin),Firestone Walker Brewing Co.,Oatmeal Stout,5.5,4.5,1290466263
173400,14,46070,Back In Black,21st Amendment Brewery,American Black Ale,6.8,2.5,1293820158
173899,14,46188,Sea Monster Imperial Stout,Ballast Point Brewing Company,American Double / Imperial Stout,10.0,3.5,1298944832
174207,14,46385,Yakima Glory,Victory Brewing Company,American Black Ale,8.7,4.0,1300837050
174862,14,46649,Drake's Hopocalypse,Drake's Brewing Co.,American Double / Imperial IPA,9.25,4.0,1301374475
174918,14,47120,Sleigh'r Dark Doüble Alt Ale,Ninkasi Brewing Company,Altbier,7.2,3.5,1290911707
175011,14,47558,Lips Of Faith - Dark Kriek,New Belgium Brewing,American Wild Ale,8.0,4.5,1242265259
175111,14,47647,YuleSmith (Winter),AleSmith Brewing Company,American Amber / Red Ale,9.5,4.5,1295483086
175330,14,48158,Sless' Oatmeal Stout,Iron Springs Pub & Brewery,Oatmeal Stout,7.0,4.5,1235690239
175353,14,48250,Arctic Circle Ale,Malmgårdin Panimo,Sahti,7.3,4.0,1292207432
175393,14,48281,Serpents Stout - Bourbon Barrel-Aged,The Lost Abbey,American Double / Imperial Stout,11.0,4.5,1298151705
175415,14,48385,Undercover Investigation Shut-down Ale,Lagunitas Brewing Company,American Strong Ale,9.7,3.5,1275849133
175863,14,48505,Victory At Sea Coffee Vanilla Imperial Porter,Ballast Point Brewing Company,American Porter,10.0,4.0,1298757320
176372,14,48969,2009 Correction Ale,Lagunitas Brewing Company,American IPA,6.33,5.0,1242366275
176602,14,49003,Demolition,Goose Island Beer Co.,Belgian Pale Ale,7.2,4.0,1289608057
176839,14,49139,Old Prospector Barleywine,Auburn Alehouse Brewery & Restaurant,English Barleywine,10.0,5.0,1324353852
176843,14,50846,Black Butte XXI,Deschutes Brewery,American Porter,11.0,5.0,1264558816
177191,14,51071,Captain Sig's Northwestern Ale,Rogue Ales,American Amber / Red Ale,6.2,3.0,1318117493
177513,14,51420,Santa's Little Helper - Bourbon Barrel Aged,Port Brewing Company / Pizza Port,American Double / Imperial Stout,10.0,3.0,1250555001
177637,14,51866,Sinners Blend 2009,The Lost Abbey,Belgian Strong Dark Ale,8.0,5.0,1293167878
177699,14,53134,Mischief,The Bruery,Belgian Strong Pale Ale,8.5,2.0,1292806451
178024,14,53167,DuganA IPA,Avery Brewing Company,American Double / Imperial IPA,8.5,4.5,1289159740
178495,14,53256,Black Xantus,Nectar Ales,American Double / Imperial Stout,11.0,5.0,1268760819
178744,14,53470,He'Brew Jewbelation Bar Mitzvah (13),Shmaltz Brewing Company,American Strong Ale,13.0,4.0,1269641975
178950,14,53872,Firestone 13 - Anniversary Ale,Firestone Walker Brewing Co.,American Strong Ale,12.0,4.0,1286500651
179154,14,54194,Concentrated Evil,FiftyFifty Brewing Co.,Belgian Strong Dark Ale,11.0,4.0,1287775267
179178,14,54211,I Beat YoU,Mikkeller ApS,American Double / Imperial IPA,9.75,3.5,1287256011
179290,14,54731,Aecht Schlenkerla Eiche,Brauerei Heller-Trum / Schlenkerla,Doppelbock,8.0,4.0,1299794248
179505,14,54913,Payback Porter,Speakeasy Ales & Lagers,American Porter,7.5,4.0,1271182344
179562,14,55286,Deadlift Imperial IPA,Widmer Brothers Brewing Company,American Double / Imperial IPA,8.6,3.0,1275364816
179709,14,55317,John John Dead Guy Ale,Rogue Ales,Maibock / Helles Bock,6.4,4.5,1275779942
179959,14,55692,Jubel 2010 (Once A Decade Ale),Deschutes Brewery,American Strong Ale,10.0,3.5,1293470596
180249,14,57202,Pepe Nero,Goose Island Beer Co.,Saison / Farmhouse Ale,6.0,4.0,1304458950
180527,14,57539,Rampage Imperial IPA,Black Diamond Brewing Co.,American Double / Imperial IPA,9.0,4.0,1288136826
180587,14,57819,Seattle Beer Week 2010 DIPA,Hale's Ales Brewery & Pub,American Double / Imperial IPA,8.3,4.0,1277075289
180606,14,57836,Bitter Truth,Brouwerij Het Alternatief,Belgian IPA,10.0,4.0,1273295511
180636,14,57912,A Little Sumpin' Wild,Lagunitas Brewing Company,Belgian IPA,9.4,3.0,1293523020
181301,14,57951,Emelisse Rauchbier,Bierbrouwerij Grand-Café  Emelisse,Rauchbier,6.2,3.5,1297216884
181328,14,58608,Emelisse Barley Wine Ale,Bierbrouwerij Grand-Café  Emelisse,English Barleywine,10.5,3.5,1301165613
181340,14,59246,Truffle Shuffle,Fort George Brewery + Public House,American Stout,7.2,4.0,1277074940
181342,14,59285,Black Tie,Mikkeller ApS,American Double / Imperial Stout,11.5,3.0,1301792734
181404,14,59741,Beer Geek Bacon,Mikkeller ApS,American Double / Imperial Stout,7.5,3.5,1298152901
181616,14,60842,San Diego County Session Ale,Stone Brewing Co.,American Pale Ale (APA),4.2,4.5,1296982830
181872,14,62254,Stone 10.10.10 Vertical Epic Ale,Stone Brewing Co.,Belgian Strong Pale Ale,9.5,2.5,1288564540
182272,14,62645,Lukcy 13asartd Ale,Stone Brewing Co.,American Strong Ale,8.5,3.5,1293669665
182784,14,62788,He'Brew Jewbelation Fourteen,Shmaltz Brewing Company,American Strong Ale,14.0,2.0,1298350285
182936,14,63511,Imperial Eclipse Stout - Four Roses Bourbon,FiftyFifty Brewing Co.,American Double / Imperial Stout,9.5,5.0,1292805963
182997,14,65944,Hop Riot IPA,High Water Brewing,American IPA,7.3,3.5,1298152023
183039,14,67922,Johnny Mo's Tres Vieux IPA,Hermitage Brewing,American IPA,7.0,2.5,1303416403
183047,14,70745,Oude Gueuze Tilquin à L’Ancienne,Gueuzerie Tilquin,Gueuze,6.0,4.0,1319164790
183140,14,71774,Lips Of Faith - Clutch Collabeeration,New Belgium Brewing,American Wild Ale,9.5,5.0,1319053532
183324,14,72720,Voodoo Doughnut Maple Bacon Ale,Rogue Ales,Smoked Beer,5.6,2.0,1323048630
183391,14,72762,Alaskan Perseverance Ale (Pilot Series),Alaskan Brewing Co.,Russian Imperial Stout,9.0,3.5,1320264600
183479,14,75202,Drake's Jolly Rodger 2011,Drake's Brewing Co.,American Black Ale,8.75,5.0,1322953642
183495,14,76836,Asleep At The Wheel,Hollister Brewing Co.,American Strong Ale,,4.0,1325370020
183497,17,41702,Theobroma,Dogfish Head Brewery,Chile Beer,9.0,4.0,1288079876
184113,17,60284,SOS (Save Our Shore),Abita Brewing Co.,German Pilsener,7.0,4.0,1287639327
184322,18,55,Redhook Double Black Stout (with Coffee),Redhook Ale Brewery,American Double / Imperial Stout,7.0,4.0,1236999149
184608,18,2690,Lumpy Dog Light Lager,Rock Bottom Restaurant & Brewery,Light Lager,4.4,3.5,1237308111
184631,18,26542,2° Below Winter Ale,New Belgium Brewing,Extra Special / Strong Bitter (ESB),6.6,4.0,1234486295
185186,18,29022,Double Down Stout,The Brew Brothers,American Stout,,4.0,1234141321
185188,18,51300,Lips Of Faith - Biere De Mars,New Belgium Brewing,Bière de Garde,6.2,5.0,1236277600
185515,19,224,Schneider Aventinus,Weisses Bräuhaus G. Schneider & Sohn GmbH,Weizenbock,8.2,4.5,1297729563
187358,19,6853,Neuzeller Kloster-Bräu Schwarzer Abt (Black Abbot),Klosterbrauerei Neuzelle GmbH,Schwarzbier,3.9,1.0,1239935115
187389,20,65,Budweiser,Anheuser-Busch,American Adjunct Lager,5.0,3.5,1214284235
188757,20,73,Young's Double Chocolate Stout,Wells & Young's Ltd,Milk / Sweet Stout,5.2,3.5,1208785529
190868,20,101,Samuel Adams Winter Lager,Boston Beer Company (Samuel Adams),Bock,5.5,4.0,1209203131
192622,20,104,Samuel Adams Boston Lager,Boston Beer Company (Samuel Adams),Vienna Lager,4.9,4.0,1209172389
194925,20,232,Corona Extra,Grupo Modelo S.A. de C.V.,American Adjunct Lager,4.6,4.0,1212933668
195977,20,246,Heineken Lager Beer,Heineken Nederland B.V.,Euro Pale Lager,5.0,3.0,1244704997
197179,20,263,Schlitz,JOS. Schlitz Brewing Co. (Pabst),American Adjunct Lager,4.6,5.0,1208784251
197514,20,332,Miller Lite,Miller Brewing Co.,Light Lager,4.17,4.0,1208784929
198522,20,429,Pilsner Urquell,"Plzensky Prazdroj, a. s.",Czech Pilsener,4.4,4.5,1233466983
199718,20,571,Samuel Smith's Oatmeal Stout,Samuel Smith Old Brewery (Tadcaster),Oatmeal Stout,5.0,5.0,1208755758
201701,20,576,Samuel Smith's Nut Brown Ale,Samuel Smith Old Brewery (Tadcaster),English Brown Ale,5.0,4.5,1214301281
202993,20,580,Miller High Life,Miller Brewing Co.,American Adjunct Lager,5.0,5.0,1208150789
203952,20,670,Busch Beer,Anheuser-Busch,American Adjunct Lager,4.6,3.5,1208147058
204312,20,718,Steel Reserve 211 (High Gravity),Steel Brewing Company,American Malt Liquor,8.1,3.0,1209200509
204724,20,767,Tsingtao,"Tsingtao Brewery Co., Ltd.",American Adjunct Lager,4.8,3.5,1218095272
205240,20,811,Bass Pale Ale,Bass Brewers Limited,English Pale Ale,5.0,3.5,1218982042
206283,20,837,Coors Light,Coors Brewing Company,Light Lager,4.2,3.0,1213537551
207387,20,1237,Haywire Hefeweizen,"Pyramid Breweries, Inc.",American Pale Wheat Ale,5.2,3.0,1209201309
207799,20,1248,Southpaw Light,Miller Brewing Co.,Light Lager,5.0,3.0,1214298685
207846,20,1299,Icehouse,Miller Brewing Co.,American Adjunct Lager,5.5,2.5,1214285238
208163,20,1320,Bud Light,Anheuser-Busch,Light Lager,4.2,4.0,1218096643
209383,20,1331,Pabst Blue Ribbon (PBR),Pabst Brewing Company,American Adjunct Lager,4.74,4.0,1212934478
210717,20,1332,Old Milwaukee Beer,Pabst Brewing Company,American Adjunct Lager,4.6,4.0,1213754362
210943,20,1341,Keystone Light,Coors Brewing Company,Light Lager,4.2,4.0,1208784522
211354,20,1352,Shiner Bock,Spoetzl Brewery,Bock,4.4,4.0,1209202166
212217,20,1524,Natural Light,Anheuser-Busch,Light Lager,4.2,1.5,1209202618
212701,20,1641,Bitburger Premium Pils,Bitburger Brauerei,German Pilsener,4.8,4.0,1233469725
213362,20,1719,Lone Star Beer,Pabst Brewing Company,American Adjunct Lager,4.72,3.0,1218097505
213550,20,1798,Boddingtons Pub Ale,Boddingtons,English Pale Ale,4.7,3.5,1209169497
214595,20,1907,Dos Equis Special Lager,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",American Adjunct Lager,5.0,3.0,1214284767
215058,20,2280,Miller Genuine Draft,Miller Brewing Co.,American Adjunct Lager,4.66,4.0,1285741406
215643,20,2768,Milwaukee's Best Light,Miller Brewing Co.,Light Lager,4.2,2.0,1214298059
215789,20,2947,Keystone Ice,Coors Brewing Company,American Adjunct Lager,5.9,3.0,1218029095
215921,20,3734,Michelob Ultra,Anheuser-Busch,Light Lager,4.2,4.0,1209173133
216430,20,5345,Schaefer Light,F & M Schaefer Brewing Co.,Light Lager,,2.0,1218094748
216459,20,5719,Old Milwaukee Non Alcoholic,Pabst Brewing Company,Low Alcohol Beer,0.4,4.0,1214300456
216490,20,7313,Michelob (Original Lager),Anheuser-Busch,American Pale Lager,5.0,4.0,1220169141
216843,20,8695,Fireman's #4,Real Ale Brewing Company,American Blonde Ale,5.1,5.0,1218093885
216984,20,24435,Alamo Drafthouse Amber Ale,Independence Brewing Co.,American Amber / Red Ale,,5.0,1209171508
216988,20,25007,Hurricane High Gravity Lager,Anheuser-Busch,American Malt Liquor,8.1,3.5,1206367725
217114,20,28001,Michelob Ultra Amber,Anheuser-Busch,Light Lager,4.2,2.5,1214297679
217265,20,28900,Spring Heat Spiced Wheat,Anheuser-Busch,Witbier,5.2,4.0,1209171113
217367,20,34418,Captain Bastard's Oatmeal Stout,Squatters Pub Brewery,Oatmeal Stout,4.0,3.5,1285741077
217408,20,34804,Landshark Lager,Margaritaville Brewing Co.,American Adjunct Lager,4.7,3.5,1232878377
217777,20,35735,Miller Chill,Miller Brewing Co.,Light Lager,4.1,3.0,1244704492
218124,20,43118,Budweiser American Ale,Anheuser-Busch,American Amber / Red Ale,5.3,4.0,1233479211
218914,21,1822,Smithwick's Ale,Smithwick's Brewery / Irish Ale Breweries Ltd,Irish Red Ale,4.5,4.5,1132118456
219234,21,1833,Kilikia,Beer of Yerevan JSC,American Adjunct Lager,4.8,2.5,1132122748
219249,21,4454,Kotayk Lager Beer,Pivzavod Abovian,American Adjunct Lager,5.2,2.0,1132120976
219268,21,5609,Summer Solstice Ale,Uinta Brewing Company,Kölsch,4.0,4.5,1158530833
219317,21,5638,Red Rock Oatmeal Stout,Red Rock Brewing Company,Oatmeal Stout,4.0,4.0,1158531539
219325,21,6255,Summer Gold,Karl Strauss Brewing Company,German Pilsener,5.6,4.5,1132116533
219336,21,8768,Erebuni,Pivzavod Abovian,Euro Pale Lager,6.4,2.5,1132122195
219359,25,34,La Fin Du Monde,Unibroue,Tripel,9.0,4.5,1240442218
221780,25,137,König Pilsener,König-Brauerei GmbH,German Pilsener,4.9,5.0,1238804063
221993,25,264,Alexander Keith's India Pale Ale,Alexander Keith's,English India Pale Ale (IPA),5.0,4.0,1238701654
222226,25,1745,Duchesse De Bourgogne,Brouwerij Verhaeghe,Flanders Red Ale,6.0,5.0,1238807074
223394,25,3280,Schneider Weisse Original,Weisses Bräuhaus G. Schneider & Sohn GmbH,Hefeweizen,5.4,4.0,1238541457
224079,25,3558,Sierra Nevada Summerfest Lager,Sierra Nevada Brewing Co.,Czech Pilsener,5.0,5.0,1245104190
225367,25,6883,Boréale Cuivrée,Brasseurs Du Nord Inc.,Extra Special / Strong Bitter (ESB),6.9,5.0,1238618000
225390,25,8416,Faxe Fest Bock,Royal Unibrew A/S,Bock,7.7,4.0,1239232465
225418,25,8653,Wernesgruner,Wernesgrüner Brauerei AG,German Pilsener,4.9,5.0,1238644033
225558,25,8675,Belle Gueule Originale,Brasseurs R.J.,American Pale Lager,5.2,4.5,1238884556
225576,25,9764,Ambree,Le Cheval Blanc,American Amber / Red Ale,5.0,3.5,1240281046
225582,25,11098,Fürstenberg Premium Pilsener,Fürstlich Fürstenbergische Brauerei KG,German Pilsener,4.8,5.0,1238535142
225617,25,14752,Revenante,Brasserie Dieu Du Ciel,Smoked Beer,5.0,4.5,1238614296
225625,25,16558,Chaman,Brasserie Dieu Du Ciel,American Double / Imperial IPA,8.5,4.0,1238613927
225673,25,18272,Dernière Volonté,Brasserie Dieu Du Ciel,Belgian Pale Ale,6.5,4.5,1238895734
225921,25,20344,Boréale Blanche,Brasseurs Du Nord Inc.,Witbier,4.2,5.0,1238618317
225943,25,21340,Fontaine Du Diable,Les Frères Houblon Microbrasserie,Old Ale,7.7,1.5,1240098083
225955,25,23208,Écume,À l’abri de la Tempête,American Blonde Ale,4.8,5.0,1240096502
225973,25,29077,Corne De Brume,À l’abri de la Tempête,Scotch Ale / Wee Heavy,9.0,5.0,1259552682
226028,25,35409,Rickard's White,Molson Coors Canada,Witbier,5.4,5.0,1238817163
226100,25,41899,No.926,Brasseurs R.J.,Belgian Pale Ale,5.0,3.0,1240363493
226113,25,47140,Otter Creek Russian Imperial Stout,Otter Creek Brewing / Wolaver's,Russian Imperial Stout,10.6,5.0,1240100155
226336,25,48190,Wacko,Magic Hat Brewing Company,Fruit / Vegetable Beer,4.5,4.0,1240115926
226746,26,270,IPA,Long Trail Brewing Co.,English India Pale Ale (IPA),5.9,4.0,1324594131
227105,26,271,Hibernator,Long Trail Brewing Co.,Scottish Ale,5.6,4.0,1324592693
227343,26,35805,Heavy Seas - Holy Sheet (Über Abbey Ale),Heavy Seas Beer,Belgian Strong Dark Ale,9.0,4.0,1324742510
227584,26,40058,Choklat,Southern Tier Brewing Company,American Double / Imperial Stout,11.0,5.0,1324849801
228746,26,50235,Odin's Tipple,HaandBryggeriet,Russian Imperial Stout,11.0,4.5,1324485266
228922,26,73427,Blaecorn Unidragon,Clown Shoes,Russian Imperial Stout,12.5,4.5,1324849369
229010,27,61,Anchor Porter,Anchor Brewing Company,American Porter,5.6,3.5,1204568442
230319,27,85,Coffeehouse Porter,Berkshire Brewing Company Inc.,American Porter,6.2,4.0,1203514654
230725,27,89,Lost Sailor India Pale Ale,Berkshire Brewing Company Inc.,English India Pale Ale (IPA),5.5,4.5,1204121525
231016,27,111,Samuel Adams Triple Bock,Boston Beer Company (Samuel Adams),American Strong Ale,17.5,2.0,1207685232
231601,27,185,Smuttynose Imperial Stout (Big Beer Series),Smuttynose Brewing Company,Russian Imperial Stout,9.8,4.0,1205810951
232225,27,310,Harpoon Winter Warmer,Harpoon Brewery,Winter Warmer,5.5,1.0,1201788036
232811,27,403,ACME California IPA,North Coast Brewing Co.,American IPA,6.5,4.0,1205766187
233294,27,795,Holidale,Berkshire Brewing Company Inc.,American Barleywine,9.5,4.0,1205764970
233459,27,833,Samuel Adams Pale Ale,Boston Beer Company (Samuel Adams),English Pale Ale,5.25,3.0,1195571230
234072,27,875,Old Engine Oil,Harviestoun Brewery Ltd.,English Porter,6.0,4.0,1195569425
234730,27,1005,HopDevil Ale,Victory Brewing Company,American IPA,6.7,4.5,1200316847
